Year,Incident Date,Incident Type,Track,Inv Location,Racing Type Description,Division,Weather Conditions,Horse,Trainer,Jockey Driver,Incident Description,Death or Injury
2014,05/21/2014,EQUINE DEATH,Belmont Park (NYRA),3/16 pole,Racing,Thoroughbred, ,See The Music,JASON SERVIS,LARRY MEJIAS,See The Music-Tr. Jason Servis-collapsed at the 3/16 pole and died-to be continued,Equine Death
2015,06/13/2015,RACING INJURY,Belmont Park (NYRA),After Finish,Racing,Thoroughbred, ,Tiz the Moment,JASON SERVIS,IRAD ORTIZ JR,Tiz the Moment-Tr. Jason Servis-ambulanced off-Came out of race with RF bowed tendon-to be retired,Steward's List
2013,08/24/2013,STEWARDS/VETS LIST,Saratoga Racecourse (NYRA),Stretch,Racing,Thoroughbred,80* Clear,Winamen,KIRSTEN M. LE BLANC,SAMUEL JIMENEZ,Winamen-Tr. Kirsten Le Blanc-eased & pulled up-walked off track-bad step-rider over cautious-no injuries reported,Steward's List
2013,08/25/2013,EQUINE DEATH,Saratoga Racecourse (NYRA),1/4 pole,Racing,Thoroughbred,88* Partly Cloudy,Kris Royal,CHARLES LOPRESTI,JOSE LEZCANO,Kris Royal-Tr. Charles Lopresti-fell unseating rider-fx LF leg-euthanized on track-sent for necropsy, 
2013,09/19/2013,FALL OF RIDER,Belmont Park (NYRA),3rd Fence,Racing,Thoroughbred, ,Dr Skip,EDWARD L. GRAHAM,JODY PETTY,Dr. Skip-Tr. Edward Graham-stumbled-unseating the jockey-no injuries reported, 
2015,01/07/2015,EQUINE DEATH,Monticello Raceway & Mighty M Gaming,qualifiers/ 3/4 pole,Racing,Harness,Cold/windy,Reminic,ELISHA A. LAFRENIERE,JASON D. RYAN,Reminic-Tr. Elisha Lafreniere-broke at 3/4 pole-walked off track-fx LF leg-euthanized next day,Equine Death
2014,08/27/2014,EQUINE DEATH,Saratoga Racecourse (NYRA),After Finish,Racing,Thoroughbred,Ptly Sunny  72*,Divine Guidance,RODRIGO A. UBILLO,WILMER GARCIA,Divine Guidance-Tr. Rodrigo Ubillo-pulled up-vanned off-previously submitted as Racing Incident-lame RF-xrays revealed fx RF leg-euthanized,Equine Death
2014,03/15/2014,FALL OF RIDER,Aqueduct Racetrack (NYRA),AFTER START OF RACE,Racing,Thoroughbred, , ,RODRIGO A. UBILLO,ANGEL SAEZ-ARROYO,This Hard Land-Tr. Ubillo  R.-Horse unseated rider and was caught by the outrider. No reported injury to either rider or horse., 
2014,08/08/2014,EQUINE DEATH,Finger Lakes Gaming & Racetrack, ,Non-Racing,Thoroughbred, ,Banker Bailout,MOLLY HILDERBRANT, ,Banker Bailout-Tr.Molly Hilderbrandt-foundered front legs/hooves-poor prognosis-euthanized,Equine Death
2013,09/30/2013,EQUINE DEATH,Belmont Park (NYRA),7/8 pole,Training,Thoroughbred,60* Clear,Two Comma Guy,MIKE J. MAKER, ,Two Comma Guy-Trainer Michael Maker-suffered fx LF leg while breezing-euthanized on track,Equine Death
2013,08/07/2013,STEWARDS/VETS LIST,Saratoga Racecourse (NYRA),Start,Racing,Thoroughbred,808 Cloudy,Favorite Uncle,MIKE J. MAKER,ALAN GARCIA,Favorite Uncle-Tr. Mike Maker-poor performance from start-claimed  by Teresa Pompey-no injuries reported,Steward's List
2013,08/21/2013,STEWARDS/VETS LIST,Saratoga Racecourse (NYRA),Stretch,Racing,Thoroughbred,88* Clear,Southern Match,MIKE J. MAKER,ALAN GARCIA,Southern Match-Tr. Mike Maker-broke bad from gate-eased-pulled up-walked off track-no injuries reported, 
2014,09/20/2014,STEWARDS/VETS LIST,Belmont Park (NYRA),Stretch,Racing,Thoroughbred, ,Silver Morgan,MIKE J. MAKER,LUIS SAEZ,Silver Morgan-Tr. Mike Maker-eased in the stretch-DNF-grapped heel-walked off track-heel better -back in training, 
2015,06/12/2015,RACING INJURY,Vernon Downs,Vernon Downs,Racing,Harness,Rain,Stratus,ALEXANDRA S. BERUBE,FERNAND A. PAQUET JR,Stratus-Tr. Berube-DNF-vet exam revealed heart & breathing problems-out of racing-to trainer's farm and pastured out,Injury
2014,11/27/2014,EQUINE DEATH,Finger Lakes Gaming & Racetrack,Barn #8,Non-Racing,Thoroughbred, ,Wild Perfection,ARCADIO LOPEZ, ,Wild Perfection-Tr. Arcadio Lopez-horse found dead in stall-unattended death,Equine Death
2014,01/13/2014,EQUINE DEATH,Belmont Park (NYRA),Training Track,Training,Thoroughbred, ,Go Canes Go,DAVID A. CANNIZZO, ,Go Canes Go-Tr. David Cannizzo-suffered fx LF leg while breezing-euthanized on track,Equine Death
2014,08/06/2014,STEWARDS/VETS LIST,Saratoga Racecourse (NYRA),Stretch,Racing,Thoroughbred,80* Partly Cloudy,Horvat Clan,DAVID A. CANNIZZO,JOSE LEZCANO,Horvat Clan-Tr.D. Cannizzio-eased in stretch-possibly choked down-walked off track-no injuries reported, 
2013,10/04/2013,STEWARDS/VETS LIST,Belmont Park (NYRA),Stretch,Racing,Thoroughbred,78*,Coralita,DAVID A. CANNIZZO,RAJIV C. MARAGH,Coralita-Tr. David Cannizzo-eased in the stretch-tongue over bit-no injuries reported-must requalify, 
2013,08/29/2013,RACING INJURY,Saratoga Racecourse (NYRA),After Finish,Racing,Thoroughbred,80* Clear,River Dancer,DAVID A. CANNIZZO,RAJIV C. MARAGH,River Dancer-Tr. David Cannizzo-pulled up-ambulanced off-torn LF suspensory-to Cornell for treatment,Injury
2014,06/21/2014,STEWARDS/VETS LIST,Belmont Park (NYRA),1/4 pole,Racing,Thoroughbred,808 Clear,Socialsaul,DAVID A. CANNIZZO,WILMER GARCIA,Socialsaul-Tr. David Cannizzo-pulled up-ambulanced off-investigation continues, 
2015,03/14/2015,STEWARDS/VETS LIST,Aqueduct Racetrack (NYRA),Before Finish,Racing,Thoroughbred, ,Whiskey Cures Ugly,DAVID A. CANNIZZO,ISRAEL RODRIGUEZ,Whiskey Cures Ugly-Tr. David Cannizzo-eased in deep stretch-DNF-no injuries reported-did not handle track conditions well,Steward's List
2013,07/19/2013,STEWARDS/VETS LIST,Saratoga Racecourse (NYRA),After Finish,Racing,Thoroughbred,90* Partly Cloudy,Wall Dance,EOIN G. HARTY,IRAD ORTIZ JR,Wall Dance - Tr. Eoin Harty-pulled up-ambulanced off-strained LF XYZ ligament-stall rest then to farm in KY,Steward's List
2013,07/15/2013,RACING INJURY,Finger Lakes Gaming & Racetrack,3/8 pole,Racing,Thoroughbred, ,Loopy de Loop,CHRISTINE E. ATTWOOD,JOEL SONE,Loopy de Loop-Tr. Christine Attwood-pulled up-ambulanced off-DNF-heat stroke-treated by examining vet,Injury
2015,07/11/2015,EQUINE DEATH,Tioga Downs,Tioga Downs,Non-Racing,Harness, ,Vroom Hanover,DAVID F. MCGINNIS, ,Vroom Hanover-Tr. David McGinnis-euthanized by vet Dr. Michelle MacDougall due to illness,Euthanasia
2014,06/08/2014,EQUINE DEATH,Buffalo Raceway,top of the stretch,Racing,Harness,cloudy - 76 degrees,Faith N Moon,RYAN L. SWIFT,RAYMOND E. FISHER JR,Faith N Moon-Tr. Ryan Swift-took bad step-fx LR leg-euthanized on track,Equine Death
2014,11/28/2014,STEWARDS/VETS LIST,Saratoga Gaming & Raceway,Before Race,Racing,Harness,Flurries,Didsomeonesayparty,HEIDI E. ROHR,BRUCE A. ALDRICH JR,Didsomeonesayparty-Tr. Heidi Rohr-prior to race vet exam revealed RF ankle swelling-scratched from race,Steward's List
2013,09/18/2013,EQUINE DEATH,Saratoga Gaming & Raceway,Main track/homestretch,Racing,Harness,Clear 50 degrees,Incredible Ben,HEIDI E. ROHR,SHAWN J. GRAY,Incredible Ben-TR  Heidi Rohr-Pulled Up- Ambulanced Off- fx RF medial & lateral sesamoid-euthanized-2134115,Equine Death
2015,06/06/2015,EQUINE DEATH,Belmont Park (NYRA),3/8 pole,Racing,Thoroughbred, ,Helwan,CHAD C. BROWN,JOSE L. ORTIZ,Helwan-Tr. Chad Brown-pulled up-fx LF leg-euthanized on track-investigation continues,Equine Death
2014,08/23/2014,EQUINE DEATH,Saratoga Racecourse (NYRA),1/16 Pole,Racing,Thoroughbred,Cloudy  65*,Ludicrous,CHAD C. BROWN,IRAD ORTIZ JR,Ludicrous-Tr. Chad Brown-suffered fx RF leg-euthanized on track,Equine Death
2015,06/30/2015,EQUINE DEATH,Saratoga Racecourse (NYRA),Main Track,Training,Thoroughbred, ,Defined,CHAD C. BROWN, ,Defined-Tr. Chad Brown-walked back to barn after galloping-xrays revealed fx RF sesamoids-euthanized,Equine Death
2015,05/05/2015,EQUINE DEATH,Saratoga Racecourse (NYRA),Oklahoma Training Track,Training,Thoroughbred, ,Jay Bird,CHAD C. BROWN, ,Jay Bird-Tr. Chad Brown-collapsed and died on the training track-sudden death-pulmonary hemorrhage,Equine Death
2013,10/26/2013,EQUINE DEATH,Belmont Park (NYRA),1/4 pole-main track,Training,Thoroughbred,45* Clear,Poppo,CHAD C. BROWN, ,Poppo-Tr. Chad Brown-suffered fx RF sesamoids while breezing-euthanized on track,Equine Death
2013,08/05/2013,STEWARDS/VETS LIST,Saratoga Racecourse (NYRA),After Finish,Racing,Thoroughbred,80* Clear,Dancing for Glory,CHAD C. BROWN,JOSE LEZCANO,Dancing for Glory-Tr. Chad Brown-pulled up-ambulanced off-no injuries reported-must requalify,Steward's List
2014,06/27/2014,EQUINE DEATH,Finger Lakes Gaming & Racetrack,3/8 pole,Racing,Thoroughbred, ,Elsaroarin,MARK L. TASSO,PEDRO A. RODRIGUEZ,Elsaroarin-Tr. Mark Tasso-pulled up before wire-fx RF Pastern-euthanized on track,Equine Death
2014,10/08/2014,EQUINE DEATH,Belmont Park (NYRA),After Finish,Racing,Thoroughbred, ,Stenson,DEBRA S. DIVITTO,JOE A. BRAVO,Stenson -Tr. Debra Divitto-pulled up-splint applied-vanned off-xrays revealed fx RF sesamoids-euthanized,Equine Death
2014,11/05/2014,STEWARDS/VETS LIST,Aqueduct Racetrack (NYRA),Stretch,Racing,Thoroughbred, ,Azorian,DEBRA S. DIVITTO,LARRY MEJIAS,Azorian-Tr. Debra Divitto-pulled up-walked off track-fine from incident-must requalify, 
2013,07/28/2013,STEWARDS/VETS LIST,Saratoga Racecourse (NYRA),1/8 pole,Racing,Thoroughbred,84* Cloudy,Cape Glory,RANDY L. MORSE,JOSEPH S. ROCCO JR,Cape Glory-Tr. Randy Morse-eased thru stretch-claimed-new Tr. D. Jacobson will not run until back at Belmont,Steward's List
2013,10/19/2013,FALL OF RIDER,Finger Lakes Gaming & Racetrack,After finish,Racing,Thoroughbred, ,First Dine,ORTIS N. HENRY,GUARIONEX RIVERA,First Dine-Tr. Ortis Henry-lost rider Guarionex Rivera-transported to local hospital-no injury to horse, 
2015,04/12/2015,EQUINE DEATH,Aqueduct Racetrack (NYRA),1/8 pole,Racing,Thoroughbred,60* Clear,Con Sneaky,RICHARD K. METIVIER,SAMUEL JIMENEZ,Con Sneaky-Tr. Richard Metivier-fell-fx L tibia-euthanized on track,Equine Death
2014,02/01/2014,EQUINE DEATH,Belmont Park (NYRA),3/8 Pole,Training,Thoroughbred,40* Cloudy,Flashy in Pink,RICHARD K. METIVIER, ,Flashy in Pink-Tr. Richard Metivier-suffered a fx RF leg while breezing on training track-euthanized on track,Equine Death
2014,09/05/2014,EQUINE DEATH,Belmont Park (NYRA),1/4 pole,Training,Thoroughbred,Clear  mid 70s,Major Battle,KATHLEEN M. FERON, ,Major Battle-Tr. Kathleen Feron-fell and died while breezing-cause unknown at this time-case continues,Equine Death
2014,05/02/2014,STEWARDS/VETS LIST,Belmont Park (NYRA),after finish,Racing,Thoroughbred, ,Mille Minuit,KATHLEEN M. FERON,WILMER GARCIA,Mille Minuit-Trainer-Kathleen Feron-pulled up-ambulanced off-fx LF sesamoid-to be monitored and possible surgery,Steward's List
2014,01/31/2014,STEWARDS/VETS LIST,Aqueduct Racetrack (NYRA), ,Racing,Thoroughbred, ,Bizi Bein a Lizi,KATHLEEN M. FERON,JONATHAN ZAYAS,Bizi Bein a Lizi-Tr. Kathleen Feron-eased-ran poorly-did not finish-no injuries reported-not into racing-retired, 
2013,09/14/2013,STEWARDS/VETS LIST,Saratoga Gaming & Raceway,1/2 Mile,Racing,Harness,Clear,Trillian,MELISSA A. BECKWITH,MARK D. BECKWITH,Trillian-Tr. Melissa Beckwith-slowed down and became unsteady-pulled up-DNF-no obvious problems-to be scoped,Steward's List
2014,11/08/2014,STEWARDS/VETS LIST,Saratoga Gaming & Raceway,3/8 pole,Racing,Harness,Clear 36 degrees,This Is Wyatt,MELISSA A. BECKWITH,MARK D. BECKWITH,This Is Wyatt-Tr. Melissa Beckwith-pulled up-DNF-vet check revealed possible respiratory problem-horse to be scoped,Steward's List
2015,05/24/2015,STEWARDS/VETS LIST,Saratoga Gaming & Raceway,After Race,Racing,Harness,Sunny,Mikey Hanover,MELISSA A. BECKWITH,MARK D. BECKWITH,Mikey Hanover-Tr. Melissa Beckwith-ran poorly-scoped in paddock revealing red  inflammed tissue-3 weeks out from throat surgery-must requalify,Steward's List
2015,05/02/2015,STEWARDS/VETS LIST,Saratoga Gaming & Raceway,Before Race,Racing,Harness,Clear,Bettors Curse,MELISSA A. BECKWITH,MARK D. BECKWITH,Bettors Curse-Tr. Melissa Beckwith-could not stay on pace during warm-up-vet exam showed LF twisted shoe-scratched from race,Lameness
2013,07/07/2013,STEWARDS/VETS LIST,Belmont Park (NYRA),Finish,Racing,Thoroughbred, ,Bliss,DANNY A. GARGAN,RAJIV C. MARAGH,Bliss-Tr. Danny Gargan -pulled up-vanned off-bleeding RF frog-requalified after healing,Steward's List
2013,11/07/2013,STEWARDS/VETS LIST,Aqueduct Racetrack (NYRA),Stretch,Racing,Thoroughbred, ,Bringingdown Babel,DANNY A. GARGAN,LUIS SAEZ,Bringingdown Bable-Tr. Danny Gargan-pulled up-vanned off-mare rebowed an old bow-will be retired, 
2013,11/10/2013,STEWARDS/VETS LIST,Aqueduct Racetrack (NYRA), ,Racing,Thoroughbred, ,Space Traveler,DANNY A. GARGAN,JOEL ROSARIO,Space Traveler-Tr Danny Gargan-pulled up-vanned off- horse unhurt- squeezed during the race  jockey pulled him up.,Steward's List
2013,08/08/2013,FALL OF HORSE,Saratoga Racecourse (NYRA),After 5th Fence,Racing,Thoroughbred, ,Hunter Forward,ARCHIBALD J. KINGSLEY,ARCHIBALD J. KINGSLEY,Hunter Forward-Tr. Archibald Kingsley  Jr.-went down-unseating rider-horse sustained minor scrape on nose-no other injuries reported, 
2015,02/26/2015,STEWARDS/VETS LIST,Yonkers Raceway,paddock after race,Racing,Harness, ,Clem,RICHARD J. BANCA,DANIEL DUBE,Clem-Tr. Richard Banca-exhibited wobbliness and muscle weakness (ataxia paresis) while being unharnessed-vet treated with IV fluids and meds-responded well-possible dehydration,Steward's List
2015,06/28/2015,STEWARDS/VETS LIST,Saratoga Gaming & Raceway,Before Race,Racing,Harness,Overcast,Striking Hurricane,RICHARD J. BANCA,BILLY A. DOBSON,Striking Hurricane-Tr. Richard Banca-appeared to have problem with RF leg-vet exam revealed RF ankle area lameness-scratched from race,Lameness
2014,06/02/2014,STEWARDS/VETS LIST,Tioga Downs,Tioga Downs,Racing,Harness, ,Cooperstown Kid,RICHARD J. BANCA,GREGORY MERTON,Cooperstown Kid-Tr. Richard Banca-Driver Greg Merton-DNF-vet examined and found nasal bleeding-no other injuries reported-horse has not raced since, 
2015,02/26/2015,STEWARDS/VETS LIST,Yonkers Raceway,paddock after race,Racing,Harness, ,Rockstar Temper,RICHARD J. BANCA,GEORGE J. BRENNAN *,Rockstar Temper-Tr. Richard Banca-exhibited wobbliness and muscle weakness (ataxia paresis) while being unharnessed-vet treated with IV fluids and meds-responded well-possible dehydration,Steward's List
2015,02/26/2015,STEWARDS/VETS LIST,Yonkers Raceway,At 1/2,Racing,Harness, ,Andrew Luck,RICHARD J. BANCA,GEORGE J. BRENNAN *,Andrew Luck-Tr. Richard Banca-made break-fell got up-walked off track-sustained minor scrapes-otherwise sound-must requalify,Steward's List
2015,07/15/2015,EQUINE DEATH,Belmont Park (NYRA), ,Training,Thoroughbred, ,Miss Luckey Lauren,BRUCE R. BROWN, ,Miss Lucky Lauren-Tr. Bruce Brown-sustained fx L shoulder galloping-euthanized,Equine Death
2014,12/31/2014,EQUINE DEATH,Belmont Park (NYRA),1/4 pole-training track,Training,Thoroughbred,30* Clear,Soldier Inthe Rain,BRUCE R. BROWN, ,Soldier Inthe Rain-Tr. Bruce Brown-suffered fx RF leg while breezing-unseating rider-euthanized on track-investigation continues,Equine Death
2013,07/21/2013,STEWARDS/VETS LIST,Saratoga Racecourse (NYRA), ,Racing,Thoroughbred,85* Clear,Spring to the Sky,BRUCE R. BROWN, ,Spring to the Sky-Tr. Bruce Brown-bolted-pulled up-ambulanced off-no injuries reported - must requalify,Steward's List
2014,01/04/2014,STEWARDS/VETS LIST,Aqueduct Racetrack (NYRA),Stretch,Racing,Thoroughbred, ,Knockout Beauty,BRUCE R. BROWN,ANGEL SAEZ-ARROYO,Knockout Beauty-Tr. Bruce Brown-eased in stretch-DNF-no injury reported-must requalify,Steward's List
2015,04/18/2015,STEWARDS/VETS LIST,Aqueduct Racetrack (NYRA),After finish,Racing,Thoroughbred,68* Clear,Deceived,LEAH A. GYARMATI,JEREMY P. ROSE,Deceived-Tr. Lea Gyarmati-pulled up-vanned off-Fx wing bone rgt ft foot, 
2013,11/16/2013,STEWARDS/VETS LIST,Aqueduct Racetrack (NYRA),Stretch,Racing,Thoroughbred,60* Clear,Nicholson,LEAH A. GYARMATI,MICHAEL J. LUZZI,Nicholson-Tr. Leah Gyarmati-eased up-horse ok-did not handle turf,Steward's List
2014,01/22/2014,EQUINE DEATH,Belmont Park (NYRA), ,Non-Racing,Thoroughbred, ,Weis Star,LEAH A. GYARMATI, ,Weis Star-Tr. L. Gyarmati- injured in stall-Fractured LH P1-Euthanized,Equine Death
2014,01/18/2014,FALL OF RIDER,Belmont Park (NYRA), ,Training,Thoroughbred, ,Ambasador Bridge,LEAH A. GYARMATI, ,Ambasador Bridge-Tr. Leah Gyarmati-dumped exercise rider-ran out Gate 8 down Plainfield Rd.-no injuries reported, 
2013,11/26/2013,EQUINE DEATH,Belmont Park (NYRA),7/8 pole,Training,Thoroughbred,50* Cloudy,Flight of Fantasy,LEAH A. GYARMATI, ,Flight of Fantasy-Tr.Leah Gyarmati-suffered a possible fatal cardiovascular collapse while galloping,Equine Death
2015,07/10/2015,FALL OF RIDER,Belmont Park (NYRA),Start,Racing,Thoroughbred, ,Uncle Chester,LEAH A. GYARMATI,IRAD ORTIZ JR,Uncle Chester-Tr. Lea Gyarmati-rider Irad Ortiz  Jr. unseated at the start-taken to hospital for possible arm injury-no injury reported to horse-Jockey returned to riding 7/17/15, 
2014,02/10/2014,STEWARDS/VETS LIST,Aqueduct Racetrack (NYRA),1/2 Mi. Pole,Racing,Thoroughbred, ,Felix,LEAH A. GYARMATI,EMMANUEL ESQUIVEL,Felix-Trainer Leah Gyarmati-pulled up-vanned off-LF inside cracked sesamoid-to be retired, 
2015,07/12/2015,STEWARDS/VETS LIST,Belmont Park (NYRA),After finish,Racing,Thoroughbred,88* Cloudy,Downton Alley,LEAH A. GYARMATI,TAYLOR B. RICE,Downton Alley-Tr. Lea Gyamati-low suspensory tear-sent to farm-to be retired,Steward's List
2015,02/06/2015,FALL OF RIDER,Aqueduct Racetrack (NYRA),In Starting Gate,Racing,Thoroughbred, ,Tante Zoe,LEAH A. GYARMATI,ISRAEL RODRIGUEZ,Tante Zoe-Tr. Lea Gyarmati-reared up unseating Jockey Israel Rodriguez-horse scratched-jockey ambulanced off-treated and released but off mounts for day,Accident
2015,02/06/2015,FALL OF RIDER,Aqueduct Racetrack (NYRA),In Starting Gate,Racing,Thoroughbred, ,Tante Zoe,LEAH A. GYARMATI,ISRAEL RODRIGUEZ,Tante Zoe-Tr. Lea Gyarmati-reared up unseating Jockey Israel Rodriguez-horse scratched-jockey ambulanced off-treated and released but off mounts for day,Accident
2015,05/09/2015,FALL OF RIDER,Belmont Park (NYRA),Main Track,Racing,Thoroughbred,82* Cloudy,Touch of Faith,MICHAEL V. PINO,LARRY MEJIAS,Touch of Faith-Tr. Michael Pino-unseated rider Larry Mejias-while on the rail-as two horses came over-no injuries to horse reported-Mejias taken to hospital-returned to race,Accident
2014,11/30/2014,ACCIDENT - ON TRACK,Batavia Downs,just before the half,Racing,Harness,38 degrees  windy,Vital Speed,CARL S. SMITH,RAYMOND E. FISHER JR,Vital Speed-Tr. Smith-broke-Box You In-Tr. Adam fell over Vital Speed unseating driver McDonough and ran loose-Corwhiny-Tr. McQueen-fell over 2nd horse unseating driver Gale-horses walked off track-Vital Speed injured shoulder-retired-no other injuries,Accident
2014,11/05/2014,ACCIDENT - TAGGED SULKY,Batavia Downs,going into 3/4 - Bat.Downs,Racing,Harness,clear and 50 degrees,VITAL SPEED,CARL S. SMITH,JACOB R. BAUMEISTER,Call Her Quick-Driver J. Flanigen-broke-made contact with Vital Speed-Driver J. Baumeister who fell unseating driver-sustained minor scrapes-driver to hosp. for eval.-Justrollwithit-Driver T. Gale-unable to avoid-unseated driver-no other injuries reported,Accident
2015,04/27/2015,RACING INJURY,Monticello Raceway & Mighty M Gaming,3/4 pole,Racing,Harness, ,Early Morining,MEGAN M. GILMOUR,MICHAEL J. MERTON,Early Morning-Tr. Megan M. Gilmour-broke and stopped-ambulanced off-wrapped ankle and leg-xrays revealed fx R pastern-watch progress-hopefully retire to brood mare,Injury
2014,03/23/2014,EQUINE DEATH,Belmont Park (NYRA),Training Track,Non-Racing,Thoroughbred,35* Cloudy,Striking Slew,JUAN GALVEZ, ,Striking Slew-Tr. Juan Galvez-used by a pony person to pony race horses in the morning-fx left humerus on training track-euthanized, 
2014,07/25/2014,EQUINE DEATH,Saratoga Racecourse (NYRA),3/4 pole,Training,Thoroughbred, ,Double Gold,LUIS A. MIRANDA, ,Double Gold-Tr. Luis Miranda-spooked unseating rider-ran loose and fell over rail-suffereing paralysis both hind legs due to trauma to lumbar spine-euthanized,Equine Death
2015,07/10/2015,EQUINE DEATH,Aqueduct Racetrack (NYRA),Barn/Stall,Non-Racing,Thoroughbred, ,Start it up,LUIS A. MIRANDA, ,Start It Up-Tr. Luis Miranda-laminitis both front feet-euthanzied,Euthanasia
2014,04/25/2014,STEWARDS/VETS LIST,Aqueduct Racetrack (NYRA),3/8 pole,Racing,Thoroughbred,50* Partly Cloudy,Shewreckstheplace,LUIS A. MIRANDA,ABEL LEZCANO,Shewreckstheplace-Tr. Luis Miranda-pulled up-walked off-suffered stiffness in back-receiving vet care-will requalify,Steward's List
2013,07/20/2013,STEWARDS/VETS LIST,Tioga Downs,Tioga Downs,Racing,Harness,Rain,HS Merlin,WILLIAM P. MANN,WILLIAM P. MANN,HS Merlin-Tr. William Mann-broke-DNF-equipment issue-no injuries reported, 
2015,03/14/2015,STEWARDS/VETS LIST,Saratoga Gaming & Raceway,Before Race,Racing,Harness,Overcast,Grab A Crab,ANDREW J. SARDELLA,FRANK J. COPPOLA JR,Grab A Crab-Tr. Andrew Sardella-appeared lame during warm-up-exam revealed LF lameness-scratched from race,Steward's List
2014,10/31/2014,EQUINE DEATH,Aqueduct Racetrack (NYRA),3/8 Pole,Racing,Thoroughbred, ,Summer Sunset,BERNARDO J. CALLEJAS,ISRAEL RODRIGUEZ,Summer Sunset-Tr. Bernardo Callejas-pulled up-sustained fx LR leg-euthanized on track,Equine Death
2013,11/08/2013,ACCIDENT - TAGGED SULKY,Vernon Downs,3/8 marker,Racing,Harness,Clear & Cold,Prince Pendant,KELLY A. HASTINGS,BRIAN K. MATTISON,Prince Pendant-Tr Kelly Hastings-Driver Brian Mattison-pulled out-ran into wheel of another sulky causing horse to fall-Driver refused medical attention-horse being checked-Hastings sulky tagged-no injury to horse reported, 
